/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,1.24175,0.0415816,0.000706074,1.88821,5.78558,0.153812,1.35501,0
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,0.216705,0.00953457,0.000617302,1.88821,5.78558,0.153812,23.068,20
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,0.786836,0.0201622,0.00062924,1.88821,5.78558,0.153812,45.2025,40
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,1.28998,0.0310058,0.000634755,1.88821,5.78558,0.153812,66.8158,60
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,1.8045,0.0437675,0.000655593,1.88821,5.78558,0.153812,87.6987,80
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.37202,0.0476899,2.30376,0.0568799,0.000667372,1.88821,5.78558,0.153812,108.19,100
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.934189,0.0656989,0.000791335,0.777244,5.33148,0.09208,0.399523,0
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.342641,0.0262184,0.000602093,0.777244,5.33148,0.09208,6.58477,20
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.321425,0.0250541,0.000603339,0.777244,5.33148,0.09208,9.16935,40
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.321425,0.0250541,0.000603339,0.777244,5.33148,0.09208,9.24754,60
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.321425,0.0250541,0.000603339,0.777244,5.33148,0.09208,9.20275,80
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.993078,0.0683888,0.321425,0.0250541,0.000603339,0.777244,5.33148,0.09208,9.23917,100
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,2.35966,0.19537,0.00130225,3.3341,22.3823,0.187694,1.54703,0
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,0.285305,0.0346021,0.00051802,3.3341,22.3823,0.187694,23.4293,20
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,0.197824,0.0161124,0.000448321,3.3341,22.3823,0.187694,46.5706,40
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,0.181308,0.0153256,0.000446062,3.3341,22.3823,0.187694,48.5565,60
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,0.181308,0.0153256,0.000446062,3.3341,22.3823,0.187694,48.0648,80
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.1,2.59012,0.209921,0.181308,0.0153256,0.000446062,3.3341,22.3823,0.187694,47.7163,100
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,3.4669,0.266486,0.00149491,1.91877,14.1337,1.76119,2.04501,0
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,2.55696,0.223132,0.00129251,1.91877,14.1337,1.76119,37.2323,20
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,2.15359,0.176558,0.0010595,1.91877,14.1337,1.76119,72.6167,40
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,2.28859,0.140589,0.000897972,1.91877,14.1337,1.76119,107.29,60
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,2.78671,0.142697,0.000808167,1.91877,14.1337,1.76119,141.393,80
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.1,3.53579,0.268865,3.29634,0.158021,0.000780214,1.91877,14.1337,1.76119,173.489,100
