/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.02,0.16,99.6845,19.6465,99.558,19.6134,0.00168329,1.84728,0.110625,0.310435,1.07666
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.02,0.16,138.524,75.9882,138.395,75.8269,0.00219114,1.84587,0.107763,0.643992,1.66324
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.02,0.16,103.936,17.8228,103.837,17.7573,0.00150038,1.84058,0.110295,0.514604,0.637535
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.02,0.16,nan,149.214,nan,149.052,0.00254379,0.777548,0.054503,3.43939,0.488576
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.02,0.16,173.565,148.447,173.962,148.527,0.0025649,0.758689,0.054089,3.65953,0.4657
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.02,0.16,124.332,115.829,124.343,115.809,0.00231643,0.75341,0.054621,3.12231,0.402078
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.02,0.16,175.901,42.8513,175.897,42.7695,0.00227136,3.23043,0.240807,12.4166,1.03975
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.02,0.16,nan,196.51,nan,196.526,0.00222692,3.24159,0.238608,9.03643,0.741055
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.02,0.16,167.027,286.395,167.028,286.323,0.00223167,3.28956,0.238337,9.03664,0.701238
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.02,0.16,nan,93.4467,nan,93.3154,0.00228885,1.93037,0.120204,8.81203,1.98161
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.02,0.16,nan,131.286,nan,131.286,0.00232638,1.88001,0.118339,7.17601,1.31056
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.02,0.16,28.4108,5.1836,28.4483,5.20428,0.00196707,1.88821,0.117297,9.28053,2.35677
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.04,0.16,165.87,122.678,165.903,122.67,0.00211647,1.84896,0.117253,0.741532,0.631353
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.04,0.16,117.598,136.767,117.673,136.962,0.00209768,1.84216,0.119474,1.12433,1.59481
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.04,0.16,96.9246,8.79356,96.9913,8.73414,0.00200514,1.83305,0.118585,1.50187,0.958164
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.04,0.16,0.285305,0.00145735,0.181308,0.000636234,0.000569915,0.766509,0.067897,3.15492,0.392062
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.04,0.16,8.77781,0.900045,8.66234,0.874202,0.00209859,0.769494,0.066124,5.16718,0.368516
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.04,0.16,0,1.08891e-11,0,1.55522e-05,0.000566751,0.768417,0.067798,4.1388,0.390474
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.04,0.16,0.335718,0.000134948,0.269795,4.15951e-05,0.000463376,3.24363,0.292343,4.55393,1.50548
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.04,0.16,0,2.41043e-13,0,2.31898e-06,0.000431803,3.25481,0.292548,3.18252,1.47761
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.04,0.16,0,1.8332e-12,0,9.28964e-06,0.000427736,3.2705,0.292104,10.9266,1.47893
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.04,0.16,159.237,10.8708,159.311,10.8641,0.00239302,1.97667,0.144882,9.18841,1.26273
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.04,0.16,22.4006,0.399756,22.4184,0.400523,0.00258115,1.89124,0.14176,8.83273,1.05714
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.04,0.16,17.6844,2.316,17.6257,2.30931,0.00172435,1.88722,0.140928,8.19635,1.75917
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.06,0.16,148.691,35.427,148.655,35.4689,0.00317643,2.17144,0.230418,0.792092,0.935841
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.06,0.16,102.003,19.3521,102.093,19.4091,0.0017977,1.81186,0.173759,1.00964,0.638983
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.06,0.16,34.8226,4.60494,34.5985,4.53492,0.00145981,1.81916,0.177738,1.8502,0.92652
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.06,0.16,2.05747,0.0408279,1.93148,0.0391782,0.00156992,0.761615,0.121658,0.617182,0.400323
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.06,0.16,0.0791294,1.60603e-05,0.0395647,1.11971e-05,0.000577372,0.770157,0.127276,0.507828,0.396399
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.06,0.16,0,6.90115e-13,0.0395647,3.2377e-06,0.00056673,0.752834,0.134808,0.710195,0.387731
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.06,0.16,1.93836,0.0179241,1.90146,0.0159421,0.000956051,3.24652,0.567487,2.36943,1.39538
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.06,0.16,0.0395647,9.20863e-12,0.0559529,9.71879e-06,0.000424791,3.26199,0.566227,1.04784,1.47641
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.06,0.16,0,5.63105e-12,0,3.20196e-06,0.000430431,3.26125,0.565841,1.37926,1.48577
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.06,0.16,159.543,74.9232,159.566,74.923,0.00138244,1.90628,0.3764,10.3999,2.19653
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.06,0.16,5.41993,0.154206,5.41718,0.14981,0.00148974,1.90542,0.344967,10.5611,1.62189
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.06,0.16,18.0517,0.194133,18.0285,0.1961,0.00161146,1.88279,0.339313,9.59763,1.48418
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.08,0.16,23.5652,0.75056,23.53,0.737832,0.00123809,1.79788,0.437287,0.2701,0.580363
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.08,0.16,163.354,89.9485,163.404,89.9767,0.00250414,1.82746,0.495522,0.616967,0.73209
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.08,0.16,8.66315,0.902832,8.63736,0.906954,0.00107683,1.83956,0.429912,0.119014,0.544194
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.08,0.16,0.0395647,1.63887e-11,0.0395647,8.45617e-06,0.000569512,0.763594,0.429581,0.229387,0.393924
