0.989244,0.0353519,0.350171,0.00163505,4.58546,0.0124025,0.000147097,3.2703e-05,8.87969e-05,0.00101179,0.000514862,0.00103706
2.21271,0.0498974,1.36456,6.22368,13.4741,11.6263,0.000184443,6.9538e-05,0.000133052,0.00186298,0.000779575,0.0115432
0.134794,0.0734215,0.147512,0.405268,2.77752,0.193953,0,3.5846e-05,0.000463257,0.000947961,0.00149365,0.00348274
0.308095,0.346807,1.78506,0.481718,1.38071,0.343177,0,0,7.62391e-05,3.2312e-05,7.12726e-05,0.0001573
2.18971,0.395282,5.68132,26.7045,23.6776,0.0460737,7.25907e-05,3.68721e-05,0.00198426,0.0139425,0.0014075,0.001848
0.964384,0.154921,0.719893,0.247471,7.40589,0.0984513,0.000365294,0,0.000127063,0.00179546,0.000667306,0.00206696
0.240691,379.595,0.336324,1.2977,0.562602,0.994976,1.7958e-05,0.00141687,0,0.000415462,0.000439757,0.00108063
0.299854,1.66357,0.417991,0.781556,0.169712,0.553369,2.25446e-05,0.000150446,8.34888e-05,6.26414e-05,0.00119644,0.000112005
3.93458,3.84266,0.0519024,0.88066,7.60792,1.69322,0.000369485,0.000250938,3.73398e-05,0.00169755,0.00134479,0.00542206
0.37033,2.93329,0.545877,3.8396,1.14719,0.0379454,1.289e-05,0.000339449,7.96525e-05,0.00425752,0.00121516,0.00220413
1.71457,0.142945,0.628456,5.12931,7.55666,0.700735,0.000176457,2.11739e-05,5.3103e-05,0.00176923,0.000888432,0.00295329
0.981659,0.78758,0.239503,0.0876749,3.11191,3.20771,0.0173655,0.00674886,0.0171148,0.146623,0.0195832,0.0418874
1.27146,0.0654342,0.111051,2.44839,1.13588,1.77775,0.0107484,0.00642077,0.00131709,0.45585,0.0100024,0.127342
2.16391,0.0901445,1.8292,1.86786,29.2473,0.602413,0.000919705,8.23775e-05,0.000193987,0.00195196,0.000544153,0.00232693
