0.01,118.889,53.1483,118.318,52.7663,0.75761,0.858161,1.16735,0.017519,16.0205
0.01,123.355,78.5979,123.337,78.6193,0.577231,0.850471,0.959616,0.017818,32.5582
0.01,162.369,8.59874,162.369,8.59874,14.2356,0.865979,1.22828,0.019227,0.189101
0.01,147.899,10.4483,147.899,10.4483,6.72307,0.859181,0.739754,0.006737,0.078916
0.01,129.557,17.3281,129.557,17.3281,82.872,0.856774,1.28456,0.019216,0.215721
0.01,9.58755,0.194775,9.53978,0.191665,0.16077,0.858856,1.17062,0.01936,6.50541
0.01,3.86736,0.0317305,3.12813,0.00206861,0.0961765,0.85866,0.901269,0.015171,5.4766
0.01,172.642,10.5137,172.642,10.5137,7.10976,0.855653,0.72542,0.006563,0.057604
0.01,167.027,10.5381,167.027,10.5381,7.36323,0.8558,1.21576,0.019847,0.197697
0.01,3.05851,0.070572,0,1.3734e-05,0.104751,0.856643,1.25521,0.020291,5.43301
0.02,0.256409,0.000878528,0,8.91515e-06,0.104702,0.859427,1.07572,0.01907,5.43286
0.02,9.24254,0.402755,8.67308,0.285308,0.0853492,0.857188,0.99824,0.019271,5.77044
