/home/drrobot1/rgbdslam_catkin_ws/easymerge2.pcd,0.01,110.033,22.7118,111.696,22.102,0.00321054,0.811937,0.185488,10.7684,1.55391
/home/drrobot1/rgbdslam_catkin_ws/easymerge2.pcd,0.01,3.09971,0.0310658,0,3.80152e-06,0.000540486,0.843742,0.15644,10.6544,0.165425
/home/drrobot1/rgbdslam_catkin_ws/easymerge2.pcd,0.01,1.48042,0.0155798,0,4.43605e-05,0.000525784,0.802631,0.195154,12.4748,0.059507
/home/drrobot1/rgbdslam_catkin_ws/easymerge1.pcd,0.01,32.7948,1.40603,34.3594,1.42101,0.00314202,0.830276,0.118949,3.59064,1.74782
/home/drrobot1/rgbdslam_catkin_ws/easymerge1.pcd,0.01,164.703,67.2514,164.782,73.1794,0.00326762,0.832546,0.228609,12.3855,0.708038
/home/drrobot1/rgbdslam_catkin_ws/easymerge1.pcd,0.01,1.57868,0.0142839,2.00076,0.0326684,0.00177981,0.823834,0.202168,11.1671,0.100261
/home/drrobot1/rgbdslam_catkin_ws/hi1.pcd,0.01,0.271242,5.63079e-05,0,2.85799e-06,0.000388095,0.63017,0.153335,0.747625,0.013881
/home/drrobot1/rgbdslam_catkin_ws/hi1.pcd,0.01,0.747034,0.000186618,0,1.33484e-06,0.000386787,0.643807,0.126998,0.493965,0.011913
/home/drrobot1/rgbdslam_catkin_ws/hi1.pcd,0.01,0.193827,0.000143231,0,1.36692e-05,0.0004051,0.641771,0.169072,1.04478,0.013277
/home/drrobot1/rgbdslam_catkin_ws/hi2.pcd,0.01,0.419648,0.0038762,0.0559529,0.000212031,0.000458398,0.727195,0.207375,6.89022,0.020492
/home/drrobot1/rgbdslam_catkin_ws/hi2.pcd,0.01,0,2.92601e-11,0.0484566,2.79708e-05,0.000463659,0.731129,0.192783,4.52854,0.012926
/home/drrobot1/rgbdslam_catkin_ws/hi2.pcd,0.01,0,3.45324e-12,0,5.52551e-05,0.00047603,0.790192,0.190464,2.92243,0.012249
/home/drrobot1/rgbdslam_catkin_ws/hey2.pcd,0.01,0,3.94196e-12,0.0395647,1.27438e-05,0.000348615,1.27171,0.120362,1.42019,0.009357
/home/drrobot1/rgbdslam_catkin_ws/hey2.pcd,0.01,0.437007,0.00178146,0.137056,0.000167963,0.000348833,1.29692,0.139932,1.43899,0.011882
