0.01,3.60228,0.00203671,0,2.49051e-09,0.008853,2.83565
0.01,4.69085,0.064705,0,1.52802e-09,0.008811,2.46213
0.01,0.0740187,1.79869e-06,0,8.91873e-11,0.013248,0.25474
0.01,90,0.0697965,89.9991,0.0608124,0.003692,62.4841
0.01,0.0395647,2.20735e-12,0,2.30108e-11,0.013751,0.174243
0.01,0,7.14095e-13,0,2.46203e-12,0.008395,0.174058
0.01,5.84781,0.0561041,0,1.96238e-10,0.008345,2.84894
0.01,3.6454,0.00797227,0,2.70845e-09,0.005193,7.4769
0.01,0.0395647,5.29354e-13,0,1.60902e-11,0.013644,0.172159
0.01,14.0308,1.74722,10.5281,0.696223,0.013679,46.6247
0.02,0.607807,0.00224899,0,2.47876e-09,0.012352,1.39963
0.02,0.235734,0.000165897,0,4.59474e-09,0.012217,1.8809
0.02,0.490986,0.00070193,0,2.14273e-09,0.012428,1.72598
0.02,0,1.13687e-13,0,1.76437e-11,0.013543,0.172434
0.02,0.48618,0.000241813,0,1.03253e-09,0.007945,2.06081
0.02,1.41222,0.00386102,0,3.60394e-09,0.011613,2.87523
0.02,0.372203,0.00128652,0,1.61892e-09,0.013338,0.992996
0.02,0.104678,1.64092e-05,0,2.62976e-09,0.013269,1.68159
0.02,0.181308,9.90137e-05,0,3.29017e-11,0.011074,0.417658
0.02,0.0740187,3.56233e-05,0,6.39666e-12,0.012627,0.255984
0.03,0.405418,0.000428761,0,2.07077e-09,0.012946,1.60071
0.03,0.515862,0.00124085,0,2.41489e-09,0.01221,1.85064
0.03,0.153233,1.99885e-06,0,8.09486e-11,0.009892,0.337866
0.03,0.755888,0.00365936,0,4.29782e-09,0.011774,1.65385
0.03,0.50046,0.000578236,0,4.77215e-10,0.009761,0.834961
0.03,0.36584,0.000182686,0,8.91848e-10,0.006281,1.88373
0.03,1.2571,0.00238939,0,5.68576e-10,0.008535,1.37247
0.03,1.32145,0.00432909,0,7.38964e-11,0.012342,0.347631
0.03,0.56023,0.00286729,0,3.12565e-09,0.013465,1.27699
0.03,0.499677,0.000881603,0,1.95952e-09,0.012902,1.40878
0.04,0.220287,0.000163975,0,1.4703e-09,0.009686,1.77669
0.04,0.373253,0.00141431,0,5.15625e-06,0.012384,1.10864
0.04,0.586174,0.000810964,0,3.51749e-09,0.011877,2.23304
0.04,0.375344,0.000583897,0,7.16947e-09,0.013974,1.84684
0.04,0.479698,5.29133e-05,0,1.10231e-09,0.007409,2.27323
0.04,0.634273,0.00155355,0,2.6004e-09,0.009822,1.57616
0.04,0.878487,0.000517869,0,1.89873e-09,0.010252,1.90448
0.04,0.347179,0.000384173,0,3.07476e-09,0.012394,1.80229
0.04,0.437007,0.00107459,0,7.56647e-06,0.008016,3.97374
0.04,0.576752,0.000956837,0,2.6958e-11,0.010163,0.381202
0.05,3.07702,0.0122791,0,8.42434e-10,0.007375,3.37037
0.05,0.533759,0.000930525,0,8.65716e-06,0.010628,0.950031
0.05,0.770756,0.000605973,0,1.44135e-09,0.008798,1.95941
0.05,0.475601,0.000643403,0,9.92272e-06,0.010873,0.72789
0.05,1.30086,0.0138674,0,4.37986e-09,0.012441,2.18549
0.05,0.726316,0.00201503,0,2.98472e-09,0.009259,2.05324
0.05,0.590167,0.00134784,0,6.34897e-09,0.01393,2.06975
0.05,0.988338,0.00310557,0,2.34593e-09,0.012427,2.16365
0.05,0.867729,0.00422223,0,2.19229e-09,0.009086,1.77064
0.05,0.886028,0.00329071,0,2.06067e-09,0.011215,1.99129
0.06,1.39942,0.00882154,0,2.92096e-09,0.005828,2.15558
0.06,0.181308,0.0001259,0,2.14215e-09,0.004487,1.93293
0.06,0.411169,0.000516682,0,9.05687e-06,0.009378,3.43422
0.06,0.94626,0.000339445,0,7.03646e-08,0.012105,12.9057
0.06,0.288036,7.37665e-05,0,1.90853e-09,0.004408,1.80555
0.06,0.521145,0.00145503,0,3.45635e-09,0.005493,1.80215
0.06,1.15454,0.000178153,0,1.49669e-10,0.007972,1.00783
0.06,0.899617,0.00161198,0,2.38219e-09,0.011459,1.57225
0.06,0.847653,8.66425e-05,0,1.05124e-05,0.002019,3.03649
0.06,0.89831,0.00220637,0,2.80034e-09,0.004018,2.10277
0.07,0.886911,0.00178041,0,1.71242e-09,0.005447,2.06258
0.07,0.756922,0.000195967,0,9.20863e-11,0.006765,0.638374
0.07,0.891752,0.00470485,0,5.2739e-09,0.003205,2.21194
0.07,1.1737,0.00182862,0,2.7795e-09,0.010005,2.48229
0.07,1.01104,0.000232103,0,2.46817e-09,0.005265,2.03324
0.07,0.737544,0.000848199,0,7.7117e-10,0.008744,1.98035
0.07,1.38367,0.00257434,0,8.33488e-06,0.008352,0.526519
0.07,0.25793,0.00026208,0,3.77867e-09,0.004541,1.67734
0.07,1.61253,0.00277,0,1.59322e-09,0.004439,2.46575
0.07,1.58659,0.00141439,0,4.41987e-10,0.007429,1.94709
0.08,0.243893,0.000523416,0,6.86962e-06,0.012172,1.04026
0.08,0.751734,0.000182743,0,1.18236e-09,0.00441,2.08212
0.08,3.59837,0.00731099,0,4.58531e-10,0.004171,2.49961
0.08,0.806971,0.00133168,0,3.11686e-09,0.007722,2.15633
0.08,0.626826,0.00124184,0,1.56866e-09,0.009029,1.77174
0.08,2.33011,0.000345964,0,8.58742e-10,0.001599,3.00827
0.08,0.862754,0.00766569,0,1.90902e-09,0.004056,1.8952
0.08,0.533759,0.000766073,0,3.32678e-08,0.003363,5.18589
0.08,0.209357,0.000166685,0,1.65559e-09,0.002124,1.7571
0.08,0.555319,0.00216937,0,8.42207e-06,0.011284,5.27432
0.09,0.686996,0.00281048,0,4.77795e-09,0.003801,2.0621
0.09,0.774302,0.000425109,0,3.73996e-09,0.001773,4.90496
0.09,0.708864,0.00104874,0,3.70937e-09,0.0031,2.35846
0.09,1.02106,0.00946236,0,4.57651e-09,0.002389,1.90136
0.09,0.493372,0.00145834,0,4.29449e-09,0.002286,2.1435
0.09,0.104678,8.16271e-05,0,1.71919e-06,0.003084,2.00046
0.09,0.684141,0.00343879,0,5.96595e-06,0.00435,2.73951
0.09,0.63489,0.000184572,0,1.07396e-09,0.001771,2.29691
0.09,0.922809,0.00371912,0,3.19055e-09,0.002356,1.84307
0.09,1.47326,0.00516846,0,1.52046e-09,0.002891,2.27216
0.1,2.18982,0.00456051,0,1.11868e-05,0.006342,4.18082
0.1,0.685855,0.000216413,0,5.90556e-09,0.001609,2.57208
0.1,0.243893,0.000183316,0,9.32999e-10,0.002434,1.37332
0.1,1.51801,0.00348724,0,9.28893e-10,0.006745,2.34938
0.1,1.25679,0.00057119,0,1.4075e-09,0.001902,1.94628
0.1,1.006,0.000566143,0,1.20913e-09,0.002634,1.86118
0.1,1.04642,0.00168639,0,1.22959e-11,0.001304,0.601028
0.1,1.405,0.00695949,0,3.05196e-09,0.00314,2.36691
0.1,0.998188,0.000675733,0,5.29754e-09,0.001724,2.2829
0.1,1.23543,0.0110524,0,4.15992e-09,0.004901,2.3567
0.11,0.784345,0.00190829,0,8.31678e-06,0.001047,2.4678
0.11,0.956953,0.00476041,0,2.97333e-09,0.002496,2.07809
0.11,1.97516,0.000112843,0,2.31729e-09,0.003375,2.71548
0.11,1.03325,0.00857017,0,6.11838e-06,0.002074,0.741804
0.11,0.62495,0.00153703,0,4.08761e-09,0.001911,1.86346
0.11,0.704434,0.000930462,0,3.08146e-09,0.0011,1.5423
0.11,0.844415,0.00889574,0,5.00621e-06,0.002034,3.32653
0.11,1.01066,0.00257621,0,9.42711e-09,0.002827,5.27947
0.11,0.708864,0.000129446,0,4.43113e-09,0.003427,2.30039
0.11,1.1378,0.00306784,0,5.06048e-09,0.001643,2.20644
0.12,0.908706,0.00946547,0,7.25128e-09,0.002214,2.12175
0.12,1.49174,0.00206306,0,3.91712e-10,0.004514,2.20941
0.12,1.18035,0.012614,0,5.20697e-09,0.003976,2.93619
0.12,0.699975,0.00163616,0,1.05922e-09,0.002318,1.7019
0.12,1.06054,0.00131345,0,4.10093e-09,0.001326,2.25143
0.12,1.13056,0.00438478,0,2.03228e-09,0.003372,2.17386
0.12,0.314035,0.000678062,0,5.81467e-06,0.003119,0.989056
0.12,0.420579,0.000413095,0,7.44151e-06,0.001806,3.03135
0.12,0.505904,0.00053584,0,3.42961e-09,0.001776,2.01057
0.12,1.66953,0.00370309,0,3.98613e-09,0.00262,2.36259
0.13,0.406382,0.000677099,0,1.00474e-05,0.001123,3.95794
0.13,0.81277,0.00227899,0,1.66998e-05,0.001213,4.09402
0.13,0.523393,0.000308177,0,9.19036e-06,0.001404,0.609454
0.13,1.91397,0.00372699,0,8.12116e-10,0.000859,1.89758
0.13,0.961848,0.000576348,0,1.59808e-09,0.002089,2.05408
0.13,2.25568,0.0268492,0,6.80551e-06,0.001386,2.85997
0.13,1.14398,0.00317009,0,8.53015e-10,0.001968,1.58948
0.13,0.684141,0.00182668,0,4.07653e-09,0.003097,2.44548
0.13,1.00872,0.00701538,0,5.19117e-09,0.001458,2.12929
0.13,1.0792,0.00650381,0,1.71632e-05,0.002585,0.995998
0.14,2.78066,0.0203392,0,1.41782e-09,0.001718,1.99538
0.14,1.69443,0.000921074,0,4.04778e-09,0.001912,2.60807
0.14,0.463938,7.20409e-05,0,2.62316e-05,0.000497,10.8514
0.14,1.2294,0.0205985,0,4.98967e-09,0.002586,1.92632
0.14,0.460552,0.00143527,0,5.48763e-06,0.001702,1.02447
0.14,2.52708,0.0126562,0,2.87372e-09,0.00229,2.60754
0.14,1.55243,0.00485986,0,9.06142e-06,0.001843,0.706391
0.14,0.647705,0.00146794,0.128204,1.00263e-05,0.001603,3.89624
