0.01,3.60228,0.00203671,0,1.70324e-09,0.009019,2.36892
0.01,4.69085,0.064705,0,1.52802e-09,0.00876,2.59583
0.01,0.0740187,1.79869e-06,0,8.91873e-11,0.013531,0.262348
0.01,90,0.0697965,90.001,0.0706801,0.003594,12.4676
0.01,0.0395647,2.20735e-12,0,2.30108e-11,0.013977,0.176061
0.01,0,7.14095e-13,0,2.46203e-12,0.008707,0.176494
0.01,5.84781,0.0561041,0,1.82766e-10,0.008453,2.89893
0.01,3.6454,0.00797227,0.670856,0.000100454,0.005252,3.04457
0.01,0.0395647,5.29354e-13,0,1.60902e-11,0.013519,0.173855
0.01,14.0308,1.74722,11.563,1.05665,0.013459,9.01806
0.02,0.607807,0.00224899,0,2.47876e-09,0.012397,1.45149
0.02,0.235734,0.000165897,0,4.59474e-09,0.012042,1.93466
0.02,0.490986,0.00070193,0,2.14273e-09,0.012659,1.77242
0.02,0,1.13687e-13,0,1.76437e-11,0.013876,0.174323
0.02,0.48618,0.000241813,0,1.03253e-09,0.007724,2.11737
0.02,1.41222,0.00386102,0,2.3735e-09,0.01181,2.45363
0.02,0.372203,0.00128652,0,1.61892e-09,0.013186,1.02096
0.02,0.104678,1.64092e-05,0,2.62976e-09,0.013631,1.72378
0.02,0.181308,9.90137e-05,0,3.29017e-11,0.011289,0.423914
0.02,0.0740187,3.56233e-05,0,6.39666e-12,0.012169,0.271661
0.03,0.405418,0.000428761,0,2.07077e-09,0.01308,1.67823
0.03,0.515862,0.00124085,0,2.41489e-09,0.012221,1.88523
0.03,0.153233,1.99885e-06,0,8.09486e-11,0.009809,0.342101
0.03,0.755888,0.00365936,0,4.29782e-09,0.011887,1.70572
0.03,0.50046,0.000578236,0,4.77215e-10,0.009829,0.853435
0.03,0.36584,0.000182686,0,8.91848e-10,0.006766,1.93664
0.03,1.2571,0.00238939,0,5.68576e-10,0.008362,1.42228
0.03,1.32145,0.00432909,0,7.38964e-11,0.011987,0.356412
0.03,0.56023,0.00286729,0,3.12565e-09,0.013613,1.30471
0.03,0.499677,0.000881603,0,1.95952e-09,0.013048,1.52028
0.04,0.220287,0.000163975,0,1.4703e-09,0.009987,1.86623
0.04,0.373253,0.00141431,0,5.15625e-06,0.012954,1.1814
0.04,0.586174,0.000810964,0,3.24585e-09,0.012303,2.2812
0.04,0.375344,0.000583897,0,7.16947e-09,0.014048,1.9065
0.04,0.479698,5.29133e-05,0,9.88554e-10,0.007465,2.22738
0.04,0.634273,0.00155355,0,2.6004e-09,0.009651,1.6316
0.04,0.878487,0.000517869,0,1.89873e-09,0.010365,1.95802
0.04,0.347179,0.000384173,0,3.07476e-09,0.012256,1.85636
0.04,0.437007,0.00107459,0,7.54158e-06,0.007982,2.27183
0.04,0.576752,0.000956837,0,2.6958e-11,0.0106,0.3925
0.05,3.07702,0.0122791,0,9.45789e-10,0.007546,2.64378
0.05,0.533759,0.000930525,0,8.65716e-06,0.010735,0.975682
0.05,0.770756,0.000605973,0,1.44135e-09,0.008755,1.98665
0.05,0.475601,0.000643403,0,9.92272e-06,0.011037,0.741603
0.05,1.30086,0.0138674,0,4.26674e-09,0.012494,2.19758
0.05,0.726316,0.00201503,0,2.98472e-09,0.008911,2.09569
0.05,0.590167,0.00134784,0,6.34897e-09,0.013755,2.09603
0.05,0.988338,0.00310557,0,2.34593e-09,0.012428,2.20354
0.05,0.867729,0.00422223,0,2.19229e-09,0.009195,1.80061
0.05,0.886028,0.00329071,0,2.06067e-09,0.011543,2.01768
0.06,1.39942,0.00882154,0,2.92096e-09,0.006206,2.22419
0.06,0.181308,0.0001259,0,2.14215e-09,0.004591,1.98385
0.06,0.411169,0.000516682,0,9.04832e-06,0.009505,2.26085
0.06,0.94626,0.000339445,0,3.00421e-09,0.012242,2.20497
0.06,0.288036,7.37665e-05,0,1.90853e-09,0.004405,1.84119
0.06,0.521145,0.00145503,0,3.45635e-09,0.005687,1.84548
0.06,1.15454,0.000178153,0,1.49669e-10,0.008056,1.03339
