0.01,118.889,12.5998,118.889,12.5998,15.1387,0.003241,0.835873
0.01,156.276,0.721129,156.276,0.721129,5.22291,0.003124,0.474329
0.01,162.369,8.59874,162.369,8.59874,8.28531,0.004065,0.266763
0.01,147.899,10.4483,147.899,10.4483,1.82453,0.001629,2.13359
0.01,129.557,17.3281,129.557,17.3281,48.0294,0.00381,2.11527
0.01,127.6,2.20009,127.6,2.20009,8.63,0.003118,0.21684
0.01,173.612,5.29934,173.612,5.29934,8.25238,0.003321,0.704798
0.01,172.642,10.5137,172.642,10.5137,0.333282,0.00223,0.275262
0.01,167.027,44.4373,166.154,43.7776,0.00714396,0.003745,1.89917
0.01,137.645,15.2299,137.645,15.2299,55.8189,0.004089,3.60806
0.02,88.8212,37.6064,85.127,35.2736,0.0171415,0.003787,1.52097
0.02,90.0154,75.4585,90.0263,74.4512,0.00499855,0.004142,1.19127
0.02,153.324,30.5108,151.905,31.0945,0.289895,0.003924,4.48411
0.02,91.3938,14.5647,91.5558,14.739,0.014654,0.003758,2.35186
0.02,175.596,7.63126,175.596,7.63126,5.33373,0.002958,1.75827
0.02,178.423,6.17785,178.826,6.66323,0.0265236,0.003846,4.14307
0.02,109.065,87.4652,110.672,90.2305,0.262314,0.003949,37.5865
0.02,67.6152,21.9678,67.8203,21.2444,0.101013,0.003888,19.296
0.02,101.918,33.6679,102.481,33.8045,0.104644,0.00363,11.4561
0.02,142.376,10.1384,142.376,10.1384,3.47886,0.003746,0.535829
0.03,164.44,39.9319,153.144,50.2493,0.117524,0.003702,14.8807
0.03,173.26,74.6134,174.814,73.7778,0.0593954,0.003783,4.65404
0.03,nan,20.2857,nan,20.8374,0.070796,0.003724,18.8583
0.03,119.078,99.7127,120.133,103.708,0.141842,0.004089,15.9802
0.03,146.829,6.23706,147.97,5.64987,0.159495,0.003522,4.95782
0.03,123.231,11.2173,123.231,11.2173,14.5648,0.002967,0.640015
0.03,154.1,4.93997,156.96,4.27494,0.0188451,0.002954,5.57299
0.03,59.5645,12.928,59.098,12.7041,0.0491972,0.003977,2.88065
0.03,50.1767,22.6155,53.5216,27.1266,0.0137819,0.004129,1.96631
0.03,145.972,81.7479,145.632,81.8243,0.00943605,0.003846,2.30118
0.04,133.988,2.10873,134.381,1.96112,0.0253884,0.003378,2.8169
0.04,178.625,141.945,178.681,142.057,0.123508,0.003854,7.23945
0.04,151.496,67.8249,149.83,66.3966,0.0995187,0.003717,4.65724
0.04,77.3659,79.897,80.2858,82.937,0.146498,0.003943,4.63141
0.04,129.989,4.95125,133.665,4.91722,0.232778,0.002664,12.3189
0.04,134.244,39.6861,124.383,30.4083,0.313738,0.003748,10.5833
0.04,119.438,16.9204,120.993,16.2202,0.170194,0.003687,11.6551
0.04,nan,120.276,nan,119.87,0.0582887,0.003909,6.24596
0.04,157.94,2.90574,156.951,1.92381,0.0131492,0.003748,3.23882
0.04,84.7253,21.1071,84.8253,20.1293,0.0430514,0.003765,4.55271
0.05,118.624,14.6207,122.585,15.1664,0.177921,0.002897,5.7183
0.05,178.214,25.4279,178.715,26.1997,0.100691,0.00359,6.35572
0.05,92.8555,8.59687,91.8042,9.04969,0.0686638,0.003305,5.23537
0.05,100.253,13.4921,104.583,12.364,0.141681,0.003555,5.86112
0.05,164.999,102.968,164.261,102.44,0.0197127,0.003858,2.53681
0.05,165.133,46.526,164.829,46.2953,0.0340572,0.00375,2.11865
0.05,155.381,128.764,155.516,128.524,0.018086,0.003992,1.86103
0.05,174.627,62.0076,175.159,61.8799,0.0644944,0.003971,4.44025
0.05,105.594,48.9426,91.4518,44.6041,0.365255,0.004142,7.98844
0.05,102.178,30.0148,106.922,30.5043,0.178056,0.003937,11.7684
0.06,133.085,58.4075,136.663,59.384,0.235191,0.004082,10.4024
0.06,173.842,26.7265,173.756,27.1124,0.0618834,0.003748,4.10924
0.06,175.493,5.2731,175.625,5.21397,0.0146542,0.003424,2.96111
0.06,175.61,69.9833,173.091,70.3237,0.0533203,0.003698,3.74188
0.06,161.547,12.7704,160.554,12.8468,0.0802803,0.003577,2.56869
0.06,176.996,93.2627,177.442,93.5435,0.0710734,0.003951,3.63674
0.06,98.3449,9.80309,98.273,9.82501,0.111606,0.002847,11.4072
0.06,169.015,66.7688,175.953,66.1275,0.126234,0.003764,13.2343
0.06,141.712,2.76451,141.496,2.74904,0.038592,0.000393,3.98748
0.06,155.115,41.9962,156.699,40.5021,0.0255234,0.0037,3.04344
0.07,116.924,13.4942,115.036,13.0049,0.022859,0.003716,4.63663
0.07,138.428,20.9779,139.572,21.0444,0.0467373,0.002629,2.55954
0.07,179.821,120.266,178.273,119.99,0.052275,0.0039,3.29846
0.07,102.617,33.827,104.209,33.7331,0.250713,0.003306,10.7156
0.07,157.736,39.2511,156.531,39.1719,0.164959,0.003392,6.23755
0.07,159.17,4.65066,158.213,4.57404,0.0191712,0.003027,1.78768
0.07,123.377,39.8084,123.468,39.4927,0.00977182,0.003614,1.34517
0.07,122.533,70.9165,122.419,73.5537,0.028329,0.003694,2.52783
0.07,141.419,2.27963,141.683,2.27205,0.0145075,0.002945,2.57722
0.07,142.238,3.46473,142.782,3.57892,0.0212533,0.002756,2.57662
0.08,138.048,81.6196,137.669,81.5461,0.0245231,0.003788,2.28524
0.08,153.313,39.9225,153.5,39.9928,0.0299112,0.002986,3.52504
0.08,111.263,3.68838,110.695,3.66676,0.200249,0.001895,8.05643
0.08,164.102,58.3057,163.393,58.5641,0.0282157,0.003812,1.44128
0.08,161.496,46.4469,163.232,46.5081,0.0345263,0.003778,2.43472
0.08,110.999,2.39343,110.153,2.2767,0.064288,0.002547,2.90829
0.08,172.867,116.711,174.374,117.129,0.0526634,0.003847,2.83545
0.08,103.768,7.04217,102.965,7.41096,0.0189599,0.00362,2.98152
0.08,142.673,55.4711,142.366,55.3806,0.0509626,0.003815,4.74111
0.08,152.825,11.1604,153.237,10.9331,0.0722159,0.003672,5.15085
0.09,48.8326,5.09623,46.4433,4.90979,0.00953758,0.003871,1.54465
0.09,167.411,13.8305,169.942,13.857,0.0139464,0.002335,1.3417
0.09,164.513,35.447,165.031,35.5669,0.0553858,0.003928,4.27327
0.09,123.995,88.7699,124.209,92.5421,0.0286663,0.004067,2.64444
0.09,165.134,50.0297,164.765,48.8309,0.0354335,0.004051,2.59605
0.09,105.884,47.6206,106.554,48.1777,0.00883354,0.003738,1.44281
0.09,103.129,54.5166,104.476,56.919,0.222135,0.003783,11.0564
0.09,118.605,4.48199,118.309,4.48347,0.00431703,0.002943,1.19229
0.09,142.601,30.9194,143.329,29.0538,0.0620473,0.003712,4.50818
0.09,154.836,35.1199,155.131,35.6744,0.161216,0.003893,5.94587
0.1,147.724,14.0173,147.688,14.0786,0.0288343,0.002698,4.2849
0.1,162.651,64.3892,165.592,67.1421,0.0937407,0.003736,4.03122
0.1,94.4736,1.3561,92.2422,1.7433,0.187647,0.003696,4.11232
0.1,174.126,12.0069,173.757,11.4607,0.0519377,0.003219,3.23215
0.1,131.363,30.7996,133.4,31.4874,0.0443402,0.003303,5.42336
0.1,136.449,13.8417,138.115,14.0791,0.213443,0.003327,6.41743
0.1,173.225,1.47691,171.592,1.5833,0.0352458,0.002892,4.338
0.1,127.408,3.80847,127.231,3.87727,0.0104746,0.003838,1.43307
0.1,124.857,43.5495,124.912,43.6272,0.0106759,0.003871,1.44759
0.1,170.995,100.829,169.599,101.032,0.0188651,0.004097,1.14126
0.11,175.153,37.2246,176.201,37.2412,0.0604727,0.00292,3.12332
0.11,161.138,51.2601,156.618,46.0573,0.0754332,0.003937,17.7814
0.11,115.966,13.4478,115.976,12.9663,0.0446821,0.003384,2.10383
0.11,133.912,97.3453,134.737,98.1429,0.0429041,0.003991,5.46894
0.11,176.087,116.877,175.689,116.779,0.030044,0.003898,2.33156
0.11,163.034,99.1792,164.855,99.932,0.0295884,0.00388,2.16491
0.11,40.3535,17.5253,38.9705,16.8024,0.00376417,0.003905,1.15216
0.11,131.248,38.6422,130.26,38.5855,0.112542,0.003804,8.44563
0.11,141.74,28.8319,141.482,29.1947,0.0139359,0.003793,1.73861
0.11,124.696,84.1928,132.218,95.5965,0.100117,0.003831,4.56009
0.12,179.798,98.3272,179.22,98.9227,0.0176942,0.003756,2.82755
0.12,159.472,1.32398,160.353,1.39717,0.0476164,0.001763,2.3041
0.12,130.845,64.3901,130.146,64.0977,0.00924115,0.00284,1.29249
0.12,158.523,58.0242,160.291,58.4135,0.0290958,0.003943,2.59569
0.12,105.097,18.2327,105.115,17.8976,0.118128,0.003622,10.7018
0.12,156.293,51.6608,155.457,51.7341,0.0783687,0.003776,2.39326
0.12,174.278,69.0104,174.013,67.8915,0.0128432,0.003741,2.07469
0.12,142.484,70.5549,142.991,72.5114,0.013685,0.003922,2.11491
0.12,132.052,57.0388,131.674,56.6987,0.014461,0.003621,1.75795
0.12,178.453,43.7397,177.137,43.7042,0.0530155,0.003645,3.28944
0.13,174.207,48.5192,175.591,48.4066,0.165294,0.00397,4.23618
0.13,85.3005,19.4771,83.6538,18.8993,0.0525879,0.003719,9.87024
0.13,114.088,21.265,115.514,21.4585,0.0378218,0.00346,5.28124
0.13,91.0729,7.52472,90.2733,7.20541,0.0150956,0.00253,2.21202
0.13,69.5957,0.958557,68.6188,1.02546,0.0148689,0.003787,1.9366
0.13,154.555,58.8423,153.049,58.2074,0.0178695,0.003742,2.36772
0.13,67.4823,6.01544,65.0463,5.83356,0.00652429,0.002912,1.36182
0.13,70.8833,10.3407,68.7178,9.598,0.026212,0.00353,2.53247
0.13,131.304,61.4864,131.399,60.3353,0.19202,0.003737,7.41923
0.13,166.821,31.873,166.078,32.1371,0.0329939,0.003754,2.33085
