0.01,1.0287,0.00235504,0,3.08028e-06,0.000423401,0.664469,0.799249,0.093054,0.18677
0.01,0.0395647,7.7538e-13,0,6.31109e-07,0.000423408,0.653926,0.780319,0.090061,0.078534
0.01,1.34232,0.00756194,0,4.2128e-06,0.000423344,0.701702,0.854382,0.104009,0.154808
0.01,2.87303,0.0121475,0,4.61927e-07,0.000423396,0.659097,0.6616,0.032182,0.263412
0.01,1.57072,0.0487086,0,3.40063e-06,0.000423392,0.65725,0.865752,0.100222,0.175818
0.01,0.0559529,1.50304e-05,0,6.62849e-07,0.000423399,0.658898,0.824523,0.095047,0.109793
0.01,0.364769,6.34955e-05,0,6.3879e-07,0.000423384,0.661696,0.755878,0.077451,0.163727
0.01,8.31196,0.050111,0,2.36581e-07,0.000423376,0.656588,0.678579,0.037378,0.397849
0.01,0.0395647,5.47118e-13,0.0839294,2.12384e-06,0.000423395,0.659063,0.846875,0.100695,0.089533
0.01,0.0927874,7.29586e-05,0,4.32818e-06,0.000423388,0.668598,0.851312,0.103028,0.142154
0.02,0.254878,0.000315742,0,2.5671e-06,0.0004234,0.660558,0.804618,0.100874,0.131462
0.02,0.0791294,0.00013412,0,3.39456e-06,0.000423398,0.666299,0.785519,0.098997,0.121004
0.02,0.170174,2.55572e-05,0,3.14683e-06,0.000423392,0.662306,0.850478,0.101447,0.15343
0.02,3.73958,0.0222352,0,2.07083e-06,0.000423386,0.661936,0.867887,0.101079,0.274941
0.02,0.0791294,2.17289e-06,0,2.25519e-06,0.000423381,0.66297,0.796865,0.086335,0.163583
0.02,0.253338,0.000621601,0,2.56881e-07,0.000423386,0.662377,0.832108,0.096863,0.164304
0.02,0.11535,0.000147831,0,1.86151e-06,0.0004234,0.663553,0.831025,0.103354,0.13155
0.02,7.27359,0.301973,0,3.04259e-07,0.000423392,0.660304,0.850558,0.105023,0.33922
0.02,0.100871,0.000158331,0,3.7513e-06,0.000423402,0.659395,0.787204,0.088059,0.121346
0.02,0.259443,0.000542439,0,4.38944e-06,0.000423401,0.661899,0.784739,0.095454,0.121065
0.03,3.0386,0.0831396,0,2.22468e-06,0.000423388,0.662001,0.854344,0.100111,0.208605
0.03,0.118694,5.93327e-05,0,3.5804e-06,0.0004234,0.662048,0.842041,0.099508,0.142348
0.03,0.335718,0.000660033,0,3.45954e-06,0.000423392,0.66395,0.768164,0.022008,0.141799
0.03,0.41212,0.00289958,0,5.78982e-06,0.000423379,0.662879,0.769728,0.091498,0.131954
0.03,0.520394,0.00149044,0,3.95403e-06,0.000423382,0.666922,0.75253,0.08556,0.164125
0.03,0.104678,0.000127856,0,3.01571e-06,0.000423389,0.65777,0.750538,0.055391,0.13207
0.03,0.185575,4.59347e-05,0,1.22406e-06,0.000423392,0.659718,0.768789,0.081819,0.121179
0.03,0.269795,0.000239063,0,6.16884e-06,0.000423383,0.660696,0.832128,0.064706,0.153516
0.03,0.360452,0.000350937,0,2.95109e-07,0.000423399,0.665073,0.83068,0.074371,0.142869
