0.01,0.137056,4.8604e-05,0,4.10808e-07,0.000353189,1.28815,0.567216,0.006596,1.68577
0.01,14.2497,0.64306,14.2096,0.632784,0.00748915,1.28534,0.562023,0.006431,2.38594
0.01,0.699975,0.00324828,0,3.41837e-05,0.00035319,1.29281,0.67647,0.009589,1.70314
0.01,7.82679,0.00567448,4.69094,0.00246195,0.00132139,1.28862,0.464169,0.00289,1.93331
0.01,20.0732,5.28356,21.1357,5.95582,0.0181569,1.29086,0.68522,0.009513,2.98721
0.01,0,5.11591e-13,0,5.4799e-06,0.00035319,1.29163,0.564839,0.006359,1.68717
0.01,7.76354,0.0277948,5.38248,0.0152153,0.00248578,1.27566,0.550349,0.005872,2.09821
0.01,172.642,10.5137,155.206,7.29327,0.428312,1.28107,0.502068,0.004045,2.4171
0.01,0.118694,8.25157e-05,0,3.67946e-05,0.000353143,1.29034,0.66118,0.010265,1.68552
0.01,0.0395647,1.40066e-12,0,8.58817e-05,0.00035319,1.29981,0.679657,0.009825,1.38103
0.02,0.425206,0.00109541,0,5.29669e-05,0.000353147,1.28823,0.645391,0.00889,1.68844
0.02,1.15216,0.00707478,0,4.00851e-05,0.000353186,1.28691,0.636245,0.008632,1.68539
0.02,0.872228,0.00274651,0,2.26143e-05,0.000353189,1.29498,0.657779,0.008979,1.70099
0.02,0.213062,0.000439932,0,6.09785e-05,0.000353189,1.29129,0.683192,0.009626,1.68535
0.02,1.64568,0.000341209,0,4.70476e-06,0.000353119,1.28772,0.539848,0.005416,1.68726
0.02,1.74832,0.0164149,0,2.35479e-05,0.000353151,1.28159,0.646959,0.008308,1.68606
0.02,0.503578,0.00259199,0,6.38264e-05,0.000353189,1.28303,0.674764,0.00895,1.68281
0.02,0.0884693,1.07812e-06,0,3.35141e-05,0.000353192,1.29936,0.675313,0.009529,1.68734
0.02,0.131221,5.96e-05,0,3.19952e-05,0.000353161,1.2839,0.618157,0.007363,1.68475
0.02,0.0884693,3.9986e-05,0,1.11884e-05,0.000353188,1.2855,0.640877,0.008006,1.69563
0.03,0.624323,0.000885814,0,3.39772e-05,0.00035319,1.28848,0.680961,0.009094,1.68617
0.03,0.533759,0.00132562,0,2.36498e-05,0.000353193,1.29483,0.644291,0.008392,1.6853
